feature1,feature2,feature3,feature4
0.025287962721080783,-1.1286345143792071,0.9378138583236731,-1.4144630113663208
0.5100034206352483,-0.8065096290255822,0.20729155009009587,0.7229969346243232
4.265866398803299,-0.4592203979892406,1.4507511817506837,1.2377381057492252
0.10613148066810384,-0.17613419771077837,0.3278344458193835,-1.1182319393560314
0.5511150379095118,-1.5341246934488515,0.7570619021695862,0.8219214824159002
0.36694168154588375,-1.6880343251976782,0.6893099010103277,1.68076571338819
2.3548064324955864,-0.6007479306385678,1.3243094140191718,-0.0022462017571209794
2.0351575754336055,0.52252076644239,0.5753418359377885,-0.8180021847417462
0.27141347373477615,-0.6531373899299409,0.5513939802327898,0.12301867352675562
0.08467351597259161,-1.0188051975907135,4.203243394635634,-0.5505339682007013
0.9865479578413247,-0.8146856532376702,1.3291860873048094,-0.6167301099564017
0.41002857271721777,-0.4553424231453126,0.5706091229287051,0.4331840672715426
1.1149989921354597,-0.35385896282010376,0.7781517893734575,-1.6037294750298954
0.03264691430497454,2.1655214522065567,5.182849244598955,-1.4439289224922272
0.14317688712131638,1.0546206284873183,0.79044051243486,0.019290880373942807
1.1595484509710434,1.024774112281728,0.5019390288442571,-0.02230853891243119
0.23872767453452576,1.1685803642733814,0.5040921702622317,0.34355457703993575
1.949028737136855,-0.9988208693340495,0.5774540071886022,1.8752253884833885
0.06037747055284359,-1.2223646149872391,0.5518396729614381,0.10451403607582113
0.24268574057892559,-1.1068702915340567,0.27813522898935655,0.5981721503347945
6.5432847393597,1.3345061333378379,0.32491226174947174,-0.975532935614632
0.567530203992452,-0.547191788882491,0.43634573732266585,0.7679376635165371
1.2139075359010734,-1.251356182239287,1.8068247418648695,-0.5263908651106778
0.20170384424629054,-0.430996200219813,0.683015799433314,0.07142083258109318
0.941272019527604,-0.23860553171462742,0.8128882042038889,-0.1088486250691617
1.295014358378103,0.26841327369456214,3.561166021105913,1.032974234914031
0.37757269721487435,0.250951020712043,3.6510220786309744,-1.3099765543749995
1.7654902190673394,-0.8281805638735081,0.7541794490993904,-2.2832386346150395
0.9248713868043069,0.6856563925137109,0.5321321008034148,-0.2134326970879245
0.49285966514466906,-0.6391935337501581,0.421291488277129,0.4685312569051241
0.8156366591864822,-0.15627633670504304,1.999257316225529,0.15226937580750002
0.8598178872067674,0.686774070503355,0.8148858527528365,1.2322042374139113
0.18096482879838605,-0.6418214039443414,0.6794341970551991,0.43737267417966835
0.5153899743621062,-0.5693514235811376,0.4432308337924979,-0.5638483318598599
0.4207268604696156,0.591668049693131,0.4631675510640206,-2.3254201541396804
0.5123312943511334,-0.8577331766050195,1.3772079037886469,-0.23731223419521827
1.4317545474629114,-0.38479202360407067,0.2683566858818584,1.027959002257798
0.6588199739237587,0.5557421780428925,2.7043692174870184,-0.3920477826671146
2.8186938687172156,2.054092441435975,0.5863463378218726,0.028320263677764197
0.34768180847446883,0.6054045047627467,0.8610213791559748,0.42136025430670854
0.5373468534948004,0.47263976299001165,0.26263817404068257,-1.0152923742498159
1.5462603661232734,0.5308015836727296,0.9877102057846621,0.6232358966388174
0.7897122527180759,-1.0731902740670494,0.7201318615558208,1.6371217900017057
0.7919252888167637,0.115596738679908,0.9511527595864555,-0.17281335189340633
0.05481545096311449,-0.029766488336401747,4.3566738960986235,-1.1290644218323018
0.5084944476005557,0.32158454037275613,1.1944645931635465,-0.06660102702197371
0.31571636321088825,0.11650805247587083,0.45173516719670104,-2.2243841086088687
7.315908242813281,0.37969967741711247,0.490995699173591,0.336903263976616
0.3686825628995074,-0.31146719489920155,1.8132688046829433,0.4522743776485788
2.1584547476856017,0.058608917371792725,3.664505095892628,1.6756362938455622
1.1277334279731264,-1.227828566056992,1.3256700380979443,-0.19399479256662508
0.41690490759522497,-0.3199072780029138,1.9911507631779481,0.40848533814647026
